2022 Rough Count Cases,from,to,2022Total(G:M),21NOV,21DEC,22JAN,FEB,March,April,May,June,Jul,Aug,Sep,Oct,Nov,Dec,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.msn.com/zh-cn/news/other/%E5%9B%9B%E5%B7%9D%E4%B8%80%E8%BE%86%E5%85%AC%E4%BA%A4%E8%BD%A6%E7%AA%81%E7%84%B6%E5%A4%B1%E6%8E%A7%E6%92%9E%E5%90%91%E5%A4%9A%E5%90%8D%E8%A1%8C%E4%BA%BA-%E8%AD%A6%E6%96%B9-%E9%A9%BE%E9%A9%B6%E5%91%98%E7%AA%81%E5%8F%91%E7%96%BE%E7%97%85-%E8%87%B41%E6%AD%BB4%E4%BC%A4/ar-AA1uGKmh?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,四川一?公交?突然失控撞向多名行人，警方：???突?疾病，致1死4?,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://tw.news.yahoo.com/%E5%8D%B0%E5%B0%BC-%E4%BC%8A%E6%96%AF%E8%98%AD%E5%AF%84%E5%AE%BF%E5%AD%B8%E6%A0%A1%E7%A5%88%E7%A6%B1%E5%BB%B3%E5%80%92%E5%A1%8C-%E5%B7%B2%E7%9F%A53%E6%AD%BB91%E4%BA%BA%E8%A2%AB%E5%9B%B0-075340643.html,印尼一伊斯蘭寄宿學校祈禱廳倒塌 已知3死91人被困,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.wenweipo.com/a/202509/30/AP68db923de4b08bbc7cf2f409.html,印尼一學校建築倒塌已致3人死亡38人失蹤- 國際 - 香港文匯網,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://news.pts.org.tw/article/772970,印尼伊斯蘭寄宿學校倒塌 已知釀3死逾百人傷 ｜ 公視新聞網 PNN,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://news.pts.org.tw/video/13721,印尼伊斯蘭寄宿學校倒塌 已知釀3死逾百人傷｜20250930 公視晚間新聞,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.singtaousa.com/5343553,印尼伊斯蘭寄宿學校倒塌，已造成3人死亡，91人失蹤,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://news.now.com/home/international/player?newsId=620672,印尼有寄宿學校突然倒塌釀最少3死 仍有91人被困,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.wenweipo.com/a/202510/01/AP68dc3b54e4b08bbc7cf30a51.html,印尼寄宿學校倒塌至少3死涉違規加建兩層- 國際 - 香港文匯網,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://news.ttv.com.tw/news/11410010002200W,印尼寄宿學校校舍坍塌 釀至少3死、逾90人失聯,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://news.now.com/mobile/international/player?newsId=620736,印尼當局繼續在倒塌寄宿學校搜索 仍有91人被困,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://tw.news.yahoo.com/%E5%8D%B0%E5%B0%BC%E5%AD%B8%E6%A0%A1%E5%9D%8D%E5%A1%8C%E9%87%803%E6%AD%BB-91%E4%BA%BA%E4%BB%8D%E5%A4%B1%E8%B9%A4-%E7%95%B6%E5%B1%80%E5%87%BA%E5%8B%95300%E4%BA%BA%E5%85%A8%E5%8A%9B%E6%90%9C%E6%95%91-065849083.html,印尼學校坍塌釀3死！91人仍失蹤 當局出動300人全力搜救,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.merit-times.com.tw/NewsPage.aspx?unid=919616,印尼學校倒塌 3死近80傷 38人受困,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.stheadline.com/daily-international/3504478/%E5%8D%B0%E5%B0%BC%E5%AD%B8%E6%A0%A1%E5%80%92%E5%A1%8C3%E6%AD%BB-38%E4%BA%BA%E8%A2%AB%E5%9B%B0%E7%93%A6%E7%A4%AB,印尼學校倒塌3死 38人被困瓦礫,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.dw.com/zh-hant/%E5%8D%B0%E5%B0%BC%E5%AD%B8%E6%A0%A1%E5%80%92%E5%A1%8C%E8%87%B4%E4%B8%89%E4%BA%BA%E6%AD%BB%E4%BA%A1-%E4%BB%8D%E6%9C%89%E6%95%B8%E5%8D%81%E4%BA%BA%E5%A4%B1%E8%B9%A4/a-74188246,印尼學校倒塌致三人死亡 仍有數十人失蹤,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.msn.com/zh-tw/news/national/%E7%AB%B9%E7%A7%91%E5%B7%A5%E7%A8%8B%E5%B8%AB%E6%8B%9A-%E4%B8%80%E5%85%AC%E5%8D%87%E7%9C%BC%E6%B7%9A-%E8%AA%BF%E9%85%92%E6%9A%B4%E6%96%83att%E7%99%BE%E8%B2%A8%E5%BB%81%E6%89%80-%E9%85%92%E5%90%A7%E8%B2%A0%E8%B2%AC%E4%BA%BA-%E5%BA%97%E9%95%B7%E8%B5%B7%E8%A8%B4/ar-AA1MHkLs,竹科工程師拚「一公升眼淚」調酒暴斃ATT百貨廁所 酒吧負責人、 店長起訴,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.ettoday.net/news/20251001/3042941.htm,老翁巡菜園「遭大象活活踩死」　鄰居驚恐目睹喪命瞬間,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.singtao.ca/7288487/2025-10-01/news-%E8%A5%BF%E8%B2%A2%E7%A0%B4%E9%82%8A%E6%B4%B2%E9%81%A0%E8%B6%B3%E6%AF%8D%E5%AD%90%E9%9B%99%E9%9B%99%E4%B8%AD%E6%9A%91+%E7%9B%B4%E5%8D%87%E6%A9%9F%E6%95%91%E8%B5%B7%E9%80%81%E9%99%A2/,西貢破邊洲遠足母子雙雙中暑 直升機救起送院,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://hk.on.cc/hk/bkn/cnt/news/20251001/bkn-20251001121411578-1001_00822_001.html,西貢橋咀洲女子行山跌倒 頭傷由直升機送院,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://finance.sina.com.cn/jjxw/2025-09-30/doc-infsicte7806887.shtml,?工拔河猝死，是工??是要“自甘??”？,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.ettoday.net/news/20251001/3042935.htm,尪返家發現健康妻昏倒浴缸　充電手機觸電「胸口冒恐怖血痕」亡,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.msn.com/zh-tw/news/national/%E6%89%BE%E5%88%B0%E4%BA%86-%E6%9E%97%E8%91%89%E4%BA%AD85%E6%AD%B2%E7%88%B6%E9%99%B3%E5%B1%8D%E6%B0%B4%E6%B1%A0-%E5%B0%88%E5%AE%B6%E9%BB%9E1%E8%87%B4%E5%91%BD%E9%97%9C%E9%8D%B5-%E5%A4%B1%E6%99%BA%E8%80%85%E5%A4%9A%E5%9C%A8%E9%80%99%E9%81%87%E9%9B%A3/ar-AA1xSq2c?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,找到了！林葉亭85歲父陳屍水池 專家點1致命關鍵： 失智者多在這遇難,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20250930/s00001/1759226229353/%E6%B2%B9%E9%BA%BB%E5%9C%B0%E6%A3%9A%E5%B7%A5%E5%A2%AE%E6%96%83%E6%A1%88-%E6%B3%95%E5%BA%AD%E8%A3%81%E5%AE%9A%E5%AE%B6%E5%B1%AC%E7%8D%B2%E8%B3%A0210%E8%90%AC-%E5%83%B1%E4%B8%BB%E7%BC%BA%E5%B8%AD%E8%81%86%E8%A8%8A,油麻地棚工墮斃案法庭裁定家屬獲賠210萬僱主缺席聆訊(17:59) - 20250930 - 港聞- 即時新聞,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://tw.news.yahoo.com/%E6%B3%A1%E6%BE%A1%E6%BB%91%E6%89%8B%E6%A9%9F%E9%82%8A%E5%85%85%E9%9B%BB-%E4%BA%BA%E5%A6%BB%E8%83%B8%E5%8F%A3%E5%86%92-%E6%81%90%E6%80%96%E8%A1%80%E7%97%95-%E4%BA%A1-%E7%96%91%E9%81%AD%E6%B4%BB%E6%B4%BB%E9%9B%BB%E6%AD%BB-061600109.html,泡澡滑手機邊充電！人妻胸口冒「恐怖血痕」亡…疑遭活活電死,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://tw.news.yahoo.com/%E6%B3%A1%E6%BE%A1%E6%BB%91%E6%89%8B%E6%A9%9F%E9%82%8A%E5%85%85%E9%9B%BB-%E7%96%91%E9%81%AD%E9%9B%BB%E6%AD%BB-%E4%B8%89%E5%AF%B6%E5%AA%BD%E8%83%B8%E5%8F%A3%E5%86%92-%E6%81%90%E6%80%96%E8%A1%80%E7%97%95-%E6%85%98%E6%AD%BB-084509209.html,泡澡滑手機邊充電「疑遭電死」！三寶媽胸口冒「恐怖血痕」慘死…,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.msn.com/zh-tw/news/national/%E9%AB%98%E9%9B%84%E5%A5%B3%E5%BE%9E%E9%B7%B9%E6%9E%B6%E5%A2%9C%E8%90%BD%E9%80%81%E9%86%AB%E4%B8%8D%E6%B2%BB-%E5%A2%9C%E8%90%BD%E5%8E%9F%E5%9B%A0%E9%82%84%E6%9C%89%E5%BE%85%E9%87%90%E6%B8%85/ar-AA1uepvU?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,高雄女從鷹架墜落送醫不治 墜落原因還有待釐清,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.msn.com/zh-tw/%E5%85%AC%E5%85%B1%E5%AE%89%E5%85%A8%E8%88%87%E7%B7%8A%E6%80%A5%E7%8B%80%E6%B3%81/%E5%81%A5%E5%BA%B7%E8%88%87%E5%AE%89%E5%85%A8%E8%AD%A6%E7%A4%BA/%E6%95%91%E8%AD%B7%E8%BB%8A%E9%A7%95%E9%A7%9B-%E6%90%9E%E9%8C%AF%E9%86%AB%E9%99%A2-%E6%97%A5%E5%A5%B3%E5%BB%B6%E8%AA%A47%E5%88%86%E5%88%B0%E9%99%A2-%E7%B6%93%E6%90%B6%E6%95%91%E4%BB%8D%E4%B8%8D%E6%B2%BB/ar-BB1rcKdE?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,救護車駕駛「搞錯醫院」！日女延誤7分到院 經搶救仍不治,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.msn.com/zh-tw/news/world/%E5%BF%AB%E8%A8%8A-%E6%9B%BC%E8%B0%B7%E9%81%8A%E8%A6%BD%E8%BB%8A%E8%B5%B7%E7%81%AB-%E5%B7%B2%E5%B0%8B%E7%8D%B210%E5%85%B7%E9%81%BA%E9%AB%94-%E5%B8%AB%E7%94%9F%E6%AD%BB%E4%BA%A1%E6%95%B8%E6%81%90%E9%81%9425%E4%BA%BA/ar-AA1rvJkH?rc=1&ocid=winp1taskbar&pc=test&cvid=3cb9c45691a540ac8755cd2e75a1a3c1&ei=17&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,曼谷遊覽車爆胎引大火車門打不開 警方證實25 名師生罹難,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://news.rthk.hk/rthk/ch/component/k2/1825397-20250930.htm,勞工處正調查大埔致命工作意外 一名地盤女工被困吊機送院後不治,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.msn.com/zh-tw/entertainment/news/%E9%96%8B%E8%BB%8A%E8%BC%89%E5%A6%BB-%E9%81%AD%E9%87%8D%E7%89%A9%E7%A0%B8%E6%89%81-%E4%B8%90%E5%B9%AB%E7%AC%AC58%E4%BB%BB%E5%B9%AB%E4%B8%BB%E8%BB%8A%E7%A6%8D%E4%BA%A1-%E7%9B%B4%E6%92%AD%E7%9E%AC%E9%96%93%E4%B8%AD%E6%96%B7%E7%B6%B2%E5%9A%87%E5%82%BB/ar-AA1uAWdr?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,開車載妻「遭重物砸扁」！丐幫第58 任幫主車禍亡直播瞬間中斷網嚇傻,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://hk.on.cc/hk/bkn/cnt/news/20250930/bkn-20250930192027880-0930_00822_001.html,搭棚工安全繩斷裂6樓墮下亡區院判棚廠賠210萬元及支付訟費｜即時新聞｜中港台,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://tw.news.yahoo.com/%E8%B7%AF%E7%87%88%E6%95%85%E9%9A%9C-%E5%BB%BA%E8%A8%AD%E6%A5%AD%E5%B0%8F%E9%96%8B%E8%98%AD%E5%B6%BC%E6%95%99%E6%9B%B8%E5%A2%9C%E6%B2%B3%E4%BA%A1-%E6%B3%95%E9%99%A2%E5%88%A4%E5%9C%8B%E8%B3%A032%E8%90%AC-144038757.html,路燈故障！建設業小開蘭嶼教書墜河亡 法院判國賠32萬,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://news.mingpao.com/pns/%E8%A6%81%E8%81%9E/article/20251001/s00001/1759256184179/%E7%96%91%E6%9C%AA%E5%AF%9F%E8%B5%B0%E8%BF%91-%E5%9C%B0%E7%9B%A4%E5%90%8A%E6%A9%9F%E5%A4%BE%E6%96%83%E5%A5%B3%E5%B7%A5,疑未察走近 地盤吊機夾斃女工 - 20251001 - 要聞,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://gbcode.rthk.hk/TuniS/newsprd.rthk.hk/rthk/ch/component/k2/1825424-20250930.htm,疑遭吊机撞到后被?吊机与?杆之?大埔地?62?女工送院不治- RTHK,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://www.stheadline.com/realtime-world/3504485/%E5%BE%B7%E5%9C%8B%E9%A6%AC%E6%88%B2%E5%9C%98%E7%A9%BA%E4%B8%AD%E9%A3%9B%E4%BA%BA%E5%A2%9C%E4%BA%A1-%E7%99%BE%E5%90%8D%E8%A7%80%E7%9C%BE%E5%B0%96%E5%8F%AB%E9%80%83%E6%95%A3-27%E6%AD%B2%E8%A5%BF%E7%8F%AD%E7%89%99%E5%A5%B3%E9%9B%9C%E6%8A%80%E5%93%A1%E6%AE%9E%E5%91%BD,德國馬戲團空中飛人墜亡 百名觀眾尖叫逃散 27歲西班牙女雜技員殞命,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://global.hk01.com/%E7%AA%81%E5%8F%91/60281403/%E6%A8%9F%E6%A0%91%E6%BB%A9%E5%9C%B0%E7%9B%98%E6%84%8F%E5%A4%96-%E5%90%8A%E6%9C%BA%E5%A4%B9%E6%AF%99-%E6%B3%A5%E5%B0%BE%E9%A3%9E-%E5%A5%B3%E5%B7%A5-%E4%B8%9A%E7%95%8C-%E6%9C%9B4s%E6%89%A9%E8%87%B3%E7%A7%81%E4%BA%BA%E7%9B%98,樟??地?意外｜吊机??“泥尾?”女工 ?界：望4S?至私人?,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,1/10/2025,https://kan.china.com/article/6322967.html,噩耗?遍全境，75?莫迪沉痛哀悼，死?人?近百，??集?被取消,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.yzwb.net/news/jiangsu/suzhou/202510/t20251001_271818.html,一?半游客突?惊厥昏迷，?州城管3分???送?,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://cj.sina.cn/articles/view/2117678330/7e3934fa00101d7v8?froms=ggmp&vt=4,一路走好！网?敖其?救治?效离世，新民宿6天前???！,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.msn.com/zh-cn/news/other/%E4%B8%89%E4%BA%9A27%E5%B2%81%E5%A5%B3%E6%B8%B8%E5%AE%A2%E7%96%91%E8%A2%AB%E8%9B%87%E5%92%AC%E4%BC%A4%E8%BA%AB%E4%BA%A1-%E5%B8%82%E5%8D%AB%E5%81%A5%E5%A7%94%E9%80%9A%E6%8A%A5/ar-AA1G0jOJ?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,三?27?女游客疑被蛇咬?身亡， 市?健委通?,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.msn.com/zh-tw/health/other/%E4%B8%8B%E6%B0%B4%E9%81%93%E7%BC%BA%E6%B0%A7%E5%AE%B3%E7%84%8A%E6%8E%A5%E5%B7%A5%E4%BA%BA%E7%BC%BA%E6%B0%A7%E6%98%8F%E8%BF%B7-%E6%90%B6%E6%95%9110%E5%A4%A9%E4%BB%8D%E4%B8%8D%E6%B2%BB-%E5%BB%A0%E5%95%86810%E8%90%AC%E5%92%8C%E8%A7%A3%E5%85%8D%E9%97%9C/ar-AA1Mp4sl?ocid=finance-verthp-feeds&apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,下水道缺氧害焊接工人缺氧昏迷！搶救10天仍不治 廠商810 萬和解免關,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://tw.news.yahoo.com/%E4%BA%8E%E6%9C%A6%E6%9C%A7%E7%8C%9D%E9%80%9D%E7%9C%BE%E6%98%9F%E5%93%80%E6%82%BC-%E9%99%B3%E6%9B%89%E6%9D%B1%E7%96%91-%E4%BA%8C%E5%BA%A6%E9%96%8B%E8%BD%9F-%E6%9C%AC%E4%BA%BA%E5%9B%9E%E6%87%89%E4%BA%86-171200196.html,于朦朧猝逝眾星哀悼！陳曉東疑「二度開轟」 本人回應了,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.nownews.com/news/6737677,于朦朧猝逝疑雲未解！陳曉東二度發文直言不諱：眾星悼念虛假不實,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.ftnn.com.tw/news/488175,于朦朧墜樓身亡後 「這個俊美男星」被提醒將是下個目標,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.msn.com/zh-tw/news/other/%E5%A5%B3%E5%92%8C2%E5%AF%B5%E7%89%A9%E7%8A%AC%E6%90%B6%E5%A5%AA%E9%9B%9E%E5%A1%8A-%E8%A2%AB%E8%AD%B7%E9%A3%9F%E7%BE%85%E5%A8%81%E9%82%A3%E7%8A%AC-%E4%B8%80%E5%8F%A3%E5%92%AC%E6%96%B7%E5%8B%95%E8%84%88-%E5%A4%B1%E8%A1%80%E4%BA%A1/ar-AA1NEoYn,女和2寵物犬搶奪雞塊 被護食羅威那犬「一口咬斷動脈」 失血亡,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://eastcoast.chinapress.com.my/20251001/%E4%BB%8A%E6%97%A5%E4%B8%9C%E6%B5%B7%E5%B2%B8-%E5%AD%A6%E7%94%9F%E5%9D%A0%E6%8E%92%E6%B1%A1%E7%AE%A1%E9%80%9D%E4%B8%96-%E6%A0%A1%E5%9B%AD%E5%AE%89%E5%85%A8-%E6%95%B2%E8%AD%A6%E9%92%9F/,今日?海岸 ?生?排污管逝世 校?安全 敲警?,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://money.udn.com/money/story/5599/9044704,巴西甲醇毒酒死亡危機蔓延 曝黑市與組織犯罪擴張,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.ettoday.net/news/20251002/3043543.htm,台中虎媽疑因「太像婆婆」虐死21歲女兒　23年前是驚世媳婦,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.hkej.com/dailynews/views/article/4210750/%E6%AF%8D%E5%AD%90%E8%A5%BF%E8%B2%A2%E8%A1%8C%E5%B1%B1%E7%96%91%E4%B8%AD%E6%9A%91%E9%80%81%E9%99%A2,母子西貢行山疑中暑送院,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://m.hkej.com/landing/mobarticle2/id/4210207/%25E5%258D%25B0%25E5%25B0%25BC%25E5%25AF%2584%25E5%25AE%25BF%25E5%25AD%25B8%25E6%25A0%25A1%25E5%2580%2592%25E5%25A1%258C%25203%25E6%25AD%25BB99%25E5%2582%25B7,印尼寄宿學校倒塌 3死99傷,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.chinapress.com.my/20251001/%E8%80%81%E7%BF%81%E5%B7%A1%E8%8F%9C%E5%9B%AD-%E9%81%AD%E5%A4%A7%E8%B1%A1%E6%B4%BB%E6%B4%BB%E8%B8%A9%E6%AD%BB/,老翁巡菜? 遭大象活活踩死,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.worldjournal.com/wj/story/121480/9044534?zh-cn,衣索比亞教堂發生鷹架倒塌意外 已釀36死200多傷,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.ettoday.net/news/20251002/3043564.htm,衣索比亞教堂鷹架倒塌　已釀36人死亡、200人輕重傷,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.msn.com/zh-hk/news/world/%E8%A1%A3%E7%B4%A2%E6%AF%94%E4%BA%9E%E7%99%BC%E7%94%9F%E6%95%99%E5%A0%82%E9%B7%B9%E6%9E%B6%E5%80%92%E5%A1%8C%E6%84%8F%E5%A4%96-%E8%87%B3%E5%B0%9136%E6%AD%BB200%E5%A4%9A%E5%82%B7/ar-AA1NG5Qz?cvid=68dd6e3adc4248618a63d50571f61175&ocid=hpmsn,衣索比亞發生教堂鷹架倒塌意外 至少36死200 多傷,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,http://www.metroradio.com.hk/News/default.aspx?NewsId=20251001170419,西貢破邊洲一對母子行山中暑直升機送院救治- 即時新聞- 新城廣播,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://hk.on.cc/hk/bkn/cnt/news/20251001/bkn-20251001121411578-1001_00822_001.html,西貢橋咀洲女子行山跌倒 頭傷由直升機送院,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://hk.on.cc/cnt/news/20251001/bkn-20251001121411578-1001_00822_001.html,西貢橋咀洲婦人行山跌倒 頭傷由直升機送院,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://tw.stock.yahoo.com/news/%E5%BF%AB%E8%A8%8A-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%98%89%E7%BE%A9%E5%BB%A0%E5%86%8D%E7%88%86%E5%B7%A5%E5%AE%89%E6%84%8F%E5%A4%96-%E5%B7%A5%E4%BA%BA%E9%81%AD2%E8%90%AC%E4%BC%8F%E7%89%B9%E9%AB%98%E5%A3%93%E9%9B%BB%E6%93%8A%E7%87%92%E5%82%B7-105000343.html,快訊／台積電嘉義廠再爆工安意外 工人遭2萬伏特高壓電擊燒傷,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.ettoday.net/news/20251001/3043479.htm,快訊／屏科大18歲學生體育館前自撞　送醫不治,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E5%B1%8F%E7%A7%91%E5%A4%A7-%E7%94%9F%E6%A0%A1%E5%9C%92%E8%87%AA%E6%92%9E-%E9%A8%8E%E8%BB%8A%E6%92%9E%E9%9B%BB%E6%A1%BF-%E7%BE%A4%E4%BA%BA%E5%9C%8D%E8%A7%80-150200964.html,快訊／屏科大一生校園自撞！「騎車撞電桿」一群人圍觀 傷重不治,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.msn.com/zh-tw/news/national/%E5%BF%AB%E8%A8%8A-%E9%AB%98%E9%9B%84%E6%95%91%E8%AD%B7%E8%BB%8A%E7%9B%B4%E8%A1%9D%E9%86%AB%E9%99%A2-%E8%B7%AF%E5%8F%A3%E9%81%AD%E4%BC%91%E6%97%85%E8%BB%8A-%E6%A9%AB%E5%90%91%E6%93%8A%E8%90%BD-%E7%B7%8A%E6%80%A5%E6%8F%9B%E8%BB%8A%E7%B9%BC%E7%BA%8C%E8%A1%9D/ar-AA1zbgSW?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,快訊／高雄救護車直衝醫院！路口遭休旅車「橫向擊落」 緊急換車繼續衝,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.szangell.com/m/article/20251001_utUO2.shtml,男子??猝死9天后被??，与其?生?系的女子??未打120并拿走手机，法院判?女子??13.8万元,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
??Acc意外,2/10/2025,https://www.am730.com.hk/%E6%9C%AC%E5%9C%B0/%E7%94%B7%E5%AD%90%E8%A7%80%E5%A1%98%E7%9D%87%E7%85%99%E8%8A%B1-%E9%81%AD%E5%A4%A9%E9%99%8D%E7%8E%BB%E7%92%83%E6%93%8A%E4%B8%AD%E9%A0%AD%E9%83%A8-%E6%B8%85%E9%86%92%E9%80%81%E9%99%A2/604867,男子觀塘睇煙花 遭天降玻璃擊中頭部 清醒送院,,,,,,,,,,??交通航空意外,,,,,,,,,,,,,,,,,,,,
